#name (cmd = mergePeaks -d given wtInsv__insvInsv wtElba3__elba3Elba3 wtElba2__elba2Elba2 wtElba1__elba1Elba1 Insv_ChIPnexus_narrowPeak_q10.bed Elba3_ChIPnexus_narrowPeak_q10.bed Elba2_ChIPnexus_narrowPeak_q5.bed Elba1_ChIPnexus_narrowPeak_q10.bed -venn merge2chip_q10_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	wtInsv__insvInsv	wtElba3__elba3Elba3	wtElba2__elba2Elba2	wtElba1__elba1Elba1	Insv_ChIPnexus_narrowPeak_q10.bed	Elba3_ChIPnexus_narrowPeak_q10.bed	Elba2_ChIPnexus_narrowPeak_q5.bed	Elba1_ChIPnexus_narrowPeak_q10.bed
Merged-chrX-16481226-20	chrX	16479931	16482912	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	20	diff__wtInsv_q20__insvInsv_q20_peak_5466a,diff__wtInsv_q20__insvInsv_q20_peak_5466b,diff__wtInsv_q20__insvInsv_q20_peak_5466c,diff__wtInsv_q20__insvInsv_q20_peak_5466d	diff__wtElba3_q20__elba3Elba3_q20_peak_7057a,diff__wtElba3_q20__elba3Elba3_q20_peak_7057b,diff__wtElba3_q20__elba3Elba3_q20_peak_7057c,diff__wtElba3_q20__elba3Elba3_q20_peak_7057d		diff__wtElba1_q20__elba1Elba1_q20_peak_3672,diff__wtElba1_q20__elba1Elba1_q20_peak_3673b	Insv_ChIPnexus_peak_14280c,Insv_ChIPnexus_peak_14280f,Insv_ChIPnexus_peak_14280g,Insv_ChIPnexus_peak_14280h,Insv_ChIPnexus_peak_14280i	Elba3_ChIPnexus_peak_14050a,Elba3_ChIPnexus_peak_14050c,Elba3_ChIPnexus_peak_14051b,Elba3_ChIPnexus_peak_14051c		Elba1_ChIPnexus_peak_9130
Merged-chr2L-22595077-7	chr2L	22594663	22595366	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_950a,diff__wtInsv_q20__insvInsv_q20_peak_950b	diff__wtElba3_q20__elba3Elba3_q20_peak_1325		diff__wtElba1_q20__elba1Elba1_q20_peak_701	Insv_ChIPnexus_peak_2741b	Elba3_ChIPnexus_peak_2691		Elba1_ChIPnexus_peak_1768
Merged-chrX-19187549-6	chrX	19187343	19187755	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_5591	diff__wtElba3_q20__elba3Elba3_q20_peak_7226		diff__wtElba1_q20__elba1Elba1_q20_peak_3749	Insv_ChIPnexus_peak_14596	Elba3_ChIPnexus_peak_14334a		Elba1_ChIPnexus_peak_9303
Merged-chr2R-12527740-7	chr2R	12527431	12527940	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_1581	diff__wtElba3_q20__elba3Elba3_q20_peak_2191		diff__wtElba1_q20__elba1Elba1_q20_peak_1164	Insv_ChIPnexus_peak_4352a	Elba3_ChIPnexus_peak_4344a,Elba3_ChIPnexus_peak_4344b		Elba1_ChIPnexus_peak_2853
Merged-chr2R-13644898-7	chr2R	13644567	13645171	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_1644	diff__wtElba3_q20__elba3Elba3_q20_peak_2282		diff__wtElba1_q20__elba1Elba1_q20_peak_1205	Insv_ChIPnexus_peak_4523b	Elba3_ChIPnexus_peak_4480a,Elba3_ChIPnexus_peak_4480c		Elba1_ChIPnexus_peak_2939
Merged-chr2R-1669806-9	chr2R	1669388	1670639	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	9	diff__wtInsv_q20__insvInsv_q20_peak_976a,diff__wtInsv_q20__insvInsv_q20_peak_976b	diff__wtElba3_q20__elba3Elba3_q20_peak_1362		diff__wtElba1_q20__elba1Elba1_q20_peak_729	Insv_ChIPnexus_peak_2825b,Insv_ChIPnexus_peak_2825c	Elba3_ChIPnexus_peak_2828b,Elba3_ChIPnexus_peak_2828c		Elba1_ChIPnexus_peak_1884
Merged-chr3R-18246873-6	chr3R	18246559	18247281	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_4124	diff__wtElba3_q20__elba3Elba3_q20_peak_5457		diff__wtElba1_q20__elba1Elba1_q20_peak_2869	Insv_ChIPnexus_peak_10995c	Elba3_ChIPnexus_peak_10855		Elba1_ChIPnexus_peak_7015
Merged-chr3R-18546831-6	chr3R	18546506	18547080	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_4136	diff__wtElba3_q20__elba3Elba3_q20_peak_5478		diff__wtElba1_q20__elba1Elba1_q20_peak_2875	Insv_ChIPnexus_peak_11035a	Elba3_ChIPnexus_peak_10893c		Elba1_ChIPnexus_peak_7040
Merged-chrX-7806079-10	chrX	7804898	7807027	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	10	diff__wtInsv_q20__insvInsv_q20_peak_4941a,diff__wtInsv_q20__insvInsv_q20_peak_4941b,diff__wtInsv_q20__insvInsv_q20_peak_4941c	diff__wtElba3_q20__elba3Elba3_q20_peak_6520a,diff__wtElba3_q20__elba3Elba3_q20_peak_6520b		diff__wtElba1_q20__elba1Elba1_q20_peak_3394	Insv_ChIPnexus_peak_13276a,Insv_ChIPnexus_peak_13276b	Elba3_ChIPnexus_peak_13111		Elba1_ChIPnexus_peak_8539
Merged-chr2R-17057957-7	chr2R	17057329	17058282	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_1781	diff__wtElba3_q20__elba3Elba3_q20_peak_2492c		diff__wtElba1_q20__elba1Elba1_q20_peak_1308	Insv_ChIPnexus_peak_4915a,Insv_ChIPnexus_peak_4915b	Elba3_ChIPnexus_peak_4904a		Elba1_ChIPnexus_peak_3194
Merged-chr2R-17409754-8	chr2R	17409398	17410051	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_1793	diff__wtElba3_q20__elba3Elba3_q20_peak_2517		diff__wtElba1_q20__elba1Elba1_q20_peak_1317	Insv_ChIPnexus_peak_4967a,Insv_ChIPnexus_peak_4967b	Elba3_ChIPnexus_peak_4955a,Elba3_ChIPnexus_peak_4955b		Elba1_ChIPnexus_peak_3223a
Merged-chr3R-23004221-7	chr3R	23004041	23004441	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_4294	diff__wtElba3_q20__elba3Elba3_q20_peak_5777		diff__wtElba1_q20__elba1Elba1_q20_peak_3025	Insv_ChIPnexus_peak_11530a,Insv_ChIPnexus_peak_11530b	Elba3_ChIPnexus_peak_11418		Elba1_ChIPnexus_peak_7375
Merged-chr2R-19137878-6	chr2R	19137683	19138016	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_1853	diff__wtElba3_q20__elba3Elba3_q20_peak_2608		diff__wtElba1_q20__elba1Elba1_q20_peak_1354	Insv_ChIPnexus_peak_5166	Elba3_ChIPnexus_peak_5150		Elba1_ChIPnexus_peak_3333
Merged-chr3R-23384899-8	chr3R	23384439	23385165	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_4301	diff__wtElba3_q20__elba3Elba3_q20_peak_5789		diff__wtElba1_q20__elba1Elba1_q20_peak_3032	Insv_ChIPnexus_peak_11563b,Insv_ChIPnexus_peak_11563c	Elba3_ChIPnexus_peak_11448a,Elba3_ChIPnexus_peak_11448c		Elba1_ChIPnexus_peak_7392b
Merged-chr3L-171726-8	chr3L	170507	172922	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_2002a,diff__wtInsv_q20__insvInsv_q20_peak_2002b,diff__wtInsv_q20__insvInsv_q20_peak_2002c	diff__wtElba3_q20__elba3Elba3_q20_peak_2788		diff__wtElba1_q20__elba1Elba1_q20_peak_1451	Insv_ChIPnexus_peak_5539c	Elba3_ChIPnexus_peak_5516a		Elba1_ChIPnexus_peak_3588
Merged-chrX-19537032-10	chrX	19536402	19537710	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	10	diff__wtInsv_q20__insvInsv_q20_peak_5608a,diff__wtInsv_q20__insvInsv_q20_peak_5608b	diff__wtElba3_q20__elba3Elba3_q20_peak_7261a,diff__wtElba3_q20__elba3Elba3_q20_peak_7261b		diff__wtElba1_q20__elba1Elba1_q20_peak_3763	Insv_ChIPnexus_peak_14647a,Insv_ChIPnexus_peak_14647b,Insv_ChIPnexus_peak_14647c	Elba3_ChIPnexus_peak_14389		Elba1_ChIPnexus_peak_9334
Merged-chr3R-25979828-7	chr3R	25979541	25980137	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_4438	diff__wtElba3_q20__elba3Elba3_q20_peak_5958		diff__wtElba1_q20__elba1Elba1_q20_peak_3108	Insv_ChIPnexus_peak_11816a,Insv_ChIPnexus_peak_11816b	Elba3_ChIPnexus_peak_11717b		Elba1_ChIPnexus_peak_7574
Merged-chr2R-5856118-14	chr2R	5854600	5857049	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	14	diff__wtInsv_q20__insvInsv_q20_peak_1214a,diff__wtInsv_q20__insvInsv_q20_peak_1214b,diff__wtInsv_q20__insvInsv_q20_peak_1214c,diff__wtInsv_q20__insvInsv_q20_peak_1214d	diff__wtElba3_q20__elba3Elba3_q20_peak_1652,diff__wtElba3_q20__elba3Elba3_q20_peak_1653,diff__wtElba3_q20__elba3Elba3_q20_peak_1654		diff__wtElba1_q20__elba1Elba1_q20_peak_888a,diff__wtElba1_q20__elba1Elba1_q20_peak_888b	Insv_ChIPnexus_peak_3368c,Insv_ChIPnexus_peak_3368e	Elba3_ChIPnexus_peak_3379,Elba3_ChIPnexus_peak_3380		Elba1_ChIPnexus_peak_2227
Merged-chrX-19591653-15	chrX	19590920	19592789	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	15	diff__wtInsv_q20__insvInsv_q20_peak_5616a,diff__wtInsv_q20__insvInsv_q20_peak_5616b,diff__wtInsv_q20__insvInsv_q20_peak_5616c	diff__wtElba3_q20__elba3Elba3_q20_peak_7271a,diff__wtElba3_q20__elba3Elba3_q20_peak_7271b,diff__wtElba3_q20__elba3Elba3_q20_peak_7271c		diff__wtElba1_q20__elba1Elba1_q20_peak_3768a,diff__wtElba1_q20__elba1Elba1_q20_peak_3768b	Insv_ChIPnexus_peak_14659a,Insv_ChIPnexus_peak_14659c,Insv_ChIPnexus_peak_14659e,Insv_ChIPnexus_peak_14659f	Elba3_ChIPnexus_peak_14400a,Elba3_ChIPnexus_peak_14400b		Elba1_ChIPnexus_peak_9340b
Merged-chr3RHet-2208353-6	chr3RHet	2208085	2208679	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_4508	diff__wtElba3_q20__elba3Elba3_q20_peak_6043		diff__wtElba1_q20__elba1Elba1_q20_peak_3154	Insv_ChIPnexus_peak_12075	Elba3_ChIPnexus_peak_11956		Elba1_ChIPnexus_peak_7752
Merged-chr4-735660-7	chr4	735496	735826	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_4536	diff__wtElba3_q20__elba3Elba3_q20_peak_6077		diff__wtElba1_q20__elba1Elba1_q20_peak_3175	Insv_ChIPnexus_peak_12190	Elba3_ChIPnexus_peak_12088a,Elba3_ChIPnexus_peak_12088b		Elba1_ChIPnexus_peak_7840a
Merged-chrU-1645490-8	chrU	1645091	1645784	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_4555	diff__wtElba3_q20__elba3Elba3_q20_peak_6100		diff__wtElba1_q20__elba1Elba1_q20_peak_3199	Insv_ChIPnexus_peak_12295b,Insv_ChIPnexus_peak_12295c	Elba3_ChIPnexus_peak_12200a		Elba1_ChIPnexus_peak_7926,Elba1_ChIPnexus_peak_7927
Merged-chrX-370932-11	chrX	370343	371639	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	11	diff__wtInsv_q20__insvInsv_q20_peak_4581a,diff__wtInsv_q20__insvInsv_q20_peak_4581b	diff__wtElba3_q20__elba3Elba3_q20_peak_6121,diff__wtElba3_q20__elba3Elba3_q20_peak_6122		diff__wtElba1_q20__elba1Elba1_q20_peak_3207	Insv_ChIPnexus_peak_12444,Insv_ChIPnexus_peak_12445a,Insv_ChIPnexus_peak_12445b	Elba3_ChIPnexus_peak_12338,Elba3_ChIPnexus_peak_12339		Elba1_ChIPnexus_peak_8088
Merged-chrX-1274601-8	chrX	1274118	1275107	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_4617	diff__wtElba3_q20__elba3Elba3_q20_peak_6168		diff__wtElba1_q20__elba1Elba1_q20_peak_3226	Insv_ChIPnexus_peak_12549a	Elba3_ChIPnexus_peak_12442a,Elba3_ChIPnexus_peak_12442b		Elba1_ChIPnexus_peak_8144a,Elba1_ChIPnexus_peak_8144b
Merged-chrX-1974726-10	chrX	1974281	1975081	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	10	diff__wtInsv_q20__insvInsv_q20_peak_4646	diff__wtElba3_q20__elba3Elba3_q20_peak_6214		diff__wtElba1_q20__elba1Elba1_q20_peak_3244	Insv_ChIPnexus_peak_12626b,Insv_ChIPnexus_peak_12626c,Insv_ChIPnexus_peak_12626d	Elba3_ChIPnexus_peak_12514a,Elba3_ChIPnexus_peak_12514b		Elba1_ChIPnexus_peak_8182a,Elba1_ChIPnexus_peak_8182b
Merged-chrX-8443375-6	chrX	8443115	8443783	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_4990a	diff__wtElba3_q20__elba3Elba3_q20_peak_6567		diff__wtElba1_q20__elba1Elba1_q20_peak_3418	Insv_ChIPnexus_peak_13376b	Elba3_ChIPnexus_peak_13202		Elba1_ChIPnexus_peak_8587
Merged-chrX-20359967-9	chrX	20359637	20360327	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	9	diff__wtInsv_q20__insvInsv_q20_peak_5632a,diff__wtInsv_q20__insvInsv_q20_peak_5632b	diff__wtElba3_q20__elba3Elba3_q20_peak_7295a,diff__wtElba3_q20__elba3Elba3_q20_peak_7295b		diff__wtElba1_q20__elba1Elba1_q20_peak_3780	Insv_ChIPnexus_peak_14724b	Elba3_ChIPnexus_peak_14461a,Elba3_ChIPnexus_peak_14461b		Elba1_ChIPnexus_peak_9378
Merged-chr3L-401725-10	chr3L	400595	402706	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	10	diff__wtInsv_q20__insvInsv_q20_peak_2030b,diff__wtInsv_q20__insvInsv_q20_peak_2030c,diff__wtInsv_q20__insvInsv_q20_peak_2030d	diff__wtElba3_q20__elba3Elba3_q20_peak_2815,diff__wtElba3_q20__elba3Elba3_q20_peak_2816		diff__wtElba1_q20__elba1Elba1_q20_peak_1460	Insv_ChIPnexus_peak_5594,Insv_ChIPnexus_peak_5595	Elba3_ChIPnexus_peak_5571		Elba1_ChIPnexus_peak_3611
Merged-chrX-15729390-15	chrX	15728122	15730946	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	15	diff__wtInsv_q20__insvInsv_q20_peak_5399a,diff__wtInsv_q20__insvInsv_q20_peak_5399b,diff__wtInsv_q20__insvInsv_q20_peak_5399c,diff__wtInsv_q20__insvInsv_q20_peak_5399d	diff__wtElba3_q20__elba3Elba3_q20_peak_6981a,diff__wtElba3_q20__elba3Elba3_q20_peak_6981b,diff__wtElba3_q20__elba3Elba3_q20_peak_6981c,diff__wtElba3_q20__elba3Elba3_q20_peak_6982a,diff__wtElba3_q20__elba3Elba3_q20_peak_6982b		diff__wtElba1_q20__elba1Elba1_q20_peak_3632,diff__wtElba1_q20__elba1Elba1_q20_peak_3633	Insv_ChIPnexus_peak_14165b,Insv_ChIPnexus_peak_14165c	Elba3_ChIPnexus_peak_13931		Elba1_ChIPnexus_peak_9048
Merged-chr3R-285994-7	chr3R	285581	286435	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_3173	diff__wtElba3_q20__elba3Elba3_q20_peak_4296		diff__wtElba1_q20__elba1Elba1_q20_peak_2235a,diff__wtElba1_q20__elba1Elba1_q20_peak_2235b	Insv_ChIPnexus_peak_8645	Elba3_ChIPnexus_peak_8551		Elba1_ChIPnexus_peak_5580
Merged-chr3R-3393571-8	chr3R	3393398	3393711	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_3338	diff__wtElba3_q20__elba3Elba3_q20_peak_4490		diff__wtElba1_q20__elba1Elba1_q20_peak_2346	Insv_ChIPnexus_peak_9101a,Insv_ChIPnexus_peak_9101b,Insv_ChIPnexus_peak_9101c	Elba3_ChIPnexus_peak_9001		Elba1_ChIPnexus_peak_5878
Merged-chr3R-5437326-6	chr3R	5436971	5437505	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_3436	diff__wtElba3_q20__elba3Elba3_q20_peak_4668		diff__wtElba1_q20__elba1Elba1_q20_peak_2437	Insv_ChIPnexus_peak_9364	Elba3_ChIPnexus_peak_9298		Elba1_ChIPnexus_peak_6052
Merged-chr3R-7095811-8	chr3R	7095335	7096778	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_3523	diff__wtElba3_q20__elba3Elba3_q20_peak_4770		diff__wtElba1_q20__elba1Elba1_q20_peak_2490b	Insv_ChIPnexus_peak_9586b,Insv_ChIPnexus_peak_9586c,Insv_ChIPnexus_peak_9586d	Elba3_ChIPnexus_peak_9499c		Elba1_ChIPnexus_peak_6177
Merged-chr2L-6073031-6	chr2L	6072618	6073511	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_219	diff__wtElba3_q20__elba3Elba3_q20_peak_366		diff__wtElba1_q20__elba1Elba1_q20_peak_193	Insv_ChIPnexus_peak_716	Elba3_ChIPnexus_peak_703		Elba1_ChIPnexus_peak_422
Merged-chr2R-11585921-10	chr2R	11585584	11586208	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	10	diff__wtInsv_q20__insvInsv_q20_peak_1535a,diff__wtInsv_q20__insvInsv_q20_peak_1535b	diff__wtElba3_q20__elba3Elba3_q20_peak_2103a,diff__wtElba3_q20__elba3Elba3_q20_peak_2103b		diff__wtElba1_q20__elba1Elba1_q20_peak_1124	Insv_ChIPnexus_peak_4209,Insv_ChIPnexus_peak_4210	Elba3_ChIPnexus_peak_4189a,Elba3_ChIPnexus_peak_4189b		Elba1_ChIPnexus_peak_2750
Merged-chr2L-6078824-7	chr2L	6078458	6079310	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_224	diff__wtElba3_q20__elba3Elba3_q20_peak_369a,diff__wtElba3_q20__elba3Elba3_q20_peak_369b		diff__wtElba1_q20__elba1Elba1_q20_peak_195	Insv_ChIPnexus_peak_720	Elba3_ChIPnexus_peak_705b		Elba1_ChIPnexus_peak_424
Merged-chr3R-9207648-9	chr3R	9207184	9208092	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	9	diff__wtInsv_q20__insvInsv_q20_peak_3636	diff__wtElba3_q20__elba3Elba3_q20_peak_4880a,diff__wtElba3_q20__elba3Elba3_q20_peak_4880b		diff__wtElba1_q20__elba1Elba1_q20_peak_2552	Insv_ChIPnexus_peak_9817a,Insv_ChIPnexus_peak_9817b	Elba3_ChIPnexus_peak_9735a,Elba3_ChIPnexus_peak_9735b		Elba1_ChIPnexus_peak_6313b
Merged-chr3R-11072541-6	chr3R	11072052	11073100	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_3733	diff__wtElba3_q20__elba3Elba3_q20_peak_4999		diff__wtElba1_q20__elba1Elba1_q20_peak_2607	Insv_ChIPnexus_peak_10049	Elba3_ChIPnexus_peak_9974		Elba1_ChIPnexus_peak_6461
